"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3608","userCannotSetInvalidNameTest(String, String) [10] name=John 123, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:19:41 UTC 2026","passed","Tue Feb 03 17:19:45 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","9687","userCannotSetInvalidNameTest(String, BankAlert) [1] name=John, alert=NAME_REQUIREMENTS_ERROR","","Tue Feb 03 17:19:51 UTC 2026","passed","Tue Feb 03 17:20:00 UTC 2026","","ui.iteration2.UpdateUserProfileNameTest","ui.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","5203","userCanDepositValidAmountTest()","","Tue Feb 03 17:20:00 UTC 2026","passed","Tue Feb 03 17:20:05 UTC 2026","","ui.iteration2.DepositMoneyUserTest","ui.iteration2.DepositMoneyUserTest","userCanDepositValidAmountTest"
"","5417","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1] username= , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Tue Feb 03 17:19:31 UTC 2026","passed","Tue Feb 03 17:19:36 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","5878","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [3] amount=-791910.9, errorMessage=Invalid account or amount","","Tue Feb 03 17:19:51 UTC 2026","passed","Tue Feb 03 17:19:56 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","0","userCannotTransferSameAccountTest()","","Tue Feb 03 17:19:47 UTC 2026","skipped","Tue Feb 03 17:19:47 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferSameAccountTest"
"","6158","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [1] amount=0.0, errorMessage=Invalid account or amount","","Tue Feb 03 17:19:44 UTC 2026","passed","Tue Feb 03 17:19:51 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","5043","userCanTransferValidAmountToOwnAccountTest(double) [3] amount=1049.02","","Tue Feb 03 17:19:58 UTC 2026","passed","Tue Feb 03 17:20:04 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","900","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] username=dfgdfg, password=h, role=USER, errorKey=password, errorValues=[Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long]","","Tue Feb 03 17:19:36 UTC 2026","passed","Tue Feb 03 17:19:37 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1","userCannotTransferToNonExistentAccountTest()","","Tue Feb 03 17:19:31 UTC 2026","skipped","Tue Feb 03 17:19:31 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferToNonExistentAccountTest"
"","0","userCannotTransferMoneyWithoutConfirmTest()","","Tue Feb 03 17:19:31 UTC 2026","skipped","Tue Feb 03 17:19:31 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferMoneyWithoutConfirmTest"
"","6350","userCanTransferValidAmountToOwnAccountTest(double) [2] amount=10000.0","","Tue Feb 03 17:19:56 UTC 2026","passed","Tue Feb 03 17:20:03 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","10584","userCanCreateAccountTest()","","Tue Feb 03 17:19:38 UTC 2026","passed","Tue Feb 03 17:19:49 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","5652","userCanTransferValidAmountToOtherUserAccountTest(double) [3] amount=3057.52","","Tue Feb 03 17:19:58 UTC 2026","passed","Tue Feb 03 17:20:04 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","11239","userCanDepositValidAmountToOwnAccountTest(double) [1] amount=0.01","","Tue Feb 03 17:19:34 UTC 2026","passed","Tue Feb 03 17:19:45 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCanDepositValidAmountToOwnAccountTest"
"","10879","userCannotSetInvalidNameTest(String, String) [7] name=John Smith , errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:19:31 UTC 2026","passed","Tue Feb 03 17:19:41 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
