"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5085","userCannotSetInvalidNameTest(String, String) [8] name=John! Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:49:15 UTC 2026","passed","Tue Feb 03 18:49:20 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","12468","userCanUpdateNameWithValidDataTest()","","Tue Feb 03 18:48:57 UTC 2026","passed","Tue Feb 03 18:49:10 UTC 2026","","ui.iteration2.UpdateUserProfileNameTest","ui.iteration2.UpdateUserProfileNameTest","userCanUpdateNameWithValidDataTest"
"","7665","userCanSetValidNameTest()","","Tue Feb 03 18:49:00 UTC 2026","passed","Tue Feb 03 18:49:08 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCanSetValidNameTest"
"","15711","userCannotTransferInValidAmountTest(double, String) [4] amount=607512.44, errorMessage=Transfer amount cannot exceed 10000","","Tue Feb 03 18:48:53 UTC 2026","passed","Tue Feb 03 18:49:09 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","5336","userCannotSetInvalidNameTest(String, String) [5] name=John  Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:49:12 UTC 2026","passed","Tue Feb 03 18:49:17 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","12333","userCanTransferValidAmountToOtherUserAccountTest(double) [1] amount=0.01","","Tue Feb 03 18:49:10 UTC 2026","passed","Tue Feb 03 18:49:23 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","7146","userCanDepositValidAmountToOwnAccountTest(double) [3] amount=3940.75","","Tue Feb 03 18:49:06 UTC 2026","passed","Tue Feb 03 18:49:14 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCanDepositValidAmountToOwnAccountTest"
"","4928","adminCanLoginWithCorrectDataTest()","","Tue Feb 03 18:49:00 UTC 2026","passed","Tue Feb 03 18:49:05 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","6577","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [2] amount=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Tue Feb 03 18:49:14 UTC 2026","passed","Tue Feb 03 18:49:20 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","6952","userCanTransferValidAmountToOwnAccountTest(double) [1] amount=0.01","","Tue Feb 03 18:49:20 UTC 2026","passed","Tue Feb 03 18:49:27 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","489","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] username=dfgdfg, password=h, role=USER, errorKey=password, errorValues=[Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long]","","Tue Feb 03 18:49:00 UTC 2026","passed","Tue Feb 03 18:49:00 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","10934","userCannotSetInvalidNameTest(String, String) [7] name=John Smith , errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:48:53 UTC 2026","passed","Tue Feb 03 18:49:04 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCanTransferAgainTest()","","Tue Feb 03 18:48:54 UTC 2026","skipped","Tue Feb 03 18:48:54 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCanTransferAgainTest"
"","12537","userCannotDepositInvalidAmountTest(double, BankAlert) [1] depositAmount=-137827.82, alert=VALID_DEPOSIT_ERROR","","Tue Feb 03 18:49:05 UTC 2026","passed","Tue Feb 03 18:49:18 UTC 2026","","ui.iteration2.DepositMoneyUserTest","ui.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountTest"
"","6033","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1] username= , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Tue Feb 03 18:48:53 UTC 2026","passed","Tue Feb 03 18:49:00 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","0","userCannotTransferSameAccountTest()","","Tue Feb 03 18:49:10 UTC 2026","skipped","Tue Feb 03 18:49:10 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferSameAccountTest"
"","3328","adminCanGenerateAuthTokenTest()","","Tue Feb 03 18:48:53 UTC 2026","passed","Tue Feb 03 18:48:57 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","5677","userCanTransferValidAmountToOwnAccountTest(double) [2] amount=10000.0","","Tue Feb 03 18:49:22 UTC 2026","passed","Tue Feb 03 18:49:28 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","5829","userCannotTransferInValidAmountTest(double, String) [2] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Tue Feb 03 18:49:22 UTC 2026","passed","Tue Feb 03 18:49:28 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
