"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3843","userCanTransferValidAmountToOtherUserAccountTest(double) [3] amount=150.31","","Thu Feb 05 17:40:23 UTC 2026","passed","Thu Feb 05 17:40:27 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","5613","userCannotTransferInValidAmountTest(double, String) [1] amount=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Thu Feb 05 17:40:21 UTC 2026","passed","Thu Feb 05 17:40:26 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","2337","userCannotSetInvalidNameTest(String, String) [13] name=@John Smith, errorMessage=Name must contain two words with letters only","","Thu Feb 05 17:40:20 UTC 2026","passed","Thu Feb 05 17:40:23 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","13208","userCanDepositValidAmountToOwnAccountTest(double) [1] amount=0.01","","Thu Feb 05 17:39:55 UTC 2026","passed","Thu Feb 05 17:40:08 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCanDepositValidAmountToOwnAccountTest"
"","3287","userCannotSetInvalidNameTest(String, String) [4] name=    , errorMessage=Name must contain two words with letters only","","Thu Feb 05 17:40:10 UTC 2026","passed","Thu Feb 05 17:40:14 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","3121","userCannotSetInvalidNameTest(String, String) [9] name=John Sm1th, errorMessage=Name must contain two words with letters only","","Thu Feb 05 17:40:17 UTC 2026","passed","Thu Feb 05 17:40:21 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCannotTransferSameAccountTest()","","Thu Feb 05 17:40:09 UTC 2026","skipped","Thu Feb 05 17:40:09 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferSameAccountTest"
"","6553","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [2] amount=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Thu Feb 05 17:40:12 UTC 2026","passed","Thu Feb 05 17:40:19 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","4694","userCanTransferValidAmountToOwnAccountTest(double) [2] amount=10000.0","","Thu Feb 05 17:40:21 UTC 2026","passed","Thu Feb 05 17:40:26 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","6312","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1] username= , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Thu Feb 05 17:39:51 UTC 2026","passed","Thu Feb 05 17:39:58 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","3757","userCannotSetInvalidNameTest(String, String) [2] name=John Smith Junior, errorMessage=Name must contain two words with letters only","","Thu Feb 05 17:40:07 UTC 2026","passed","Thu Feb 05 17:40:10 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
